#psi, P, q
7.539062500000001110e-01 6.056406958999999915e+03 2.678060728999999807e+00
7.558593749999998890e-01 6.010689033999999992e+03 2.695226014999999808e+00
7.578125000000000000e-01 5.965228347000000213e+03 2.712634589999999957e+00
7.597656250000000000e-01 5.920034317999999985e+03 2.730291219000000158e+00
7.617187500000000000e-01 5.875116291000000274e+03 2.748200633000000170e+00
7.636718750000000000e-01 5.830483825000000252e+03 2.766367631000000049e+00
7.656250000000000000e-01 5.786147444000000178e+03 2.784797371999999882e+00
7.675781250000000000e-01 5.742117825000000266e+03 2.803495064999999897e+00
7.695312500000000000e-01 5.698405563000000257e+03 2.822465874000000152e+00
7.714843750000001110e-01 5.655021432999999888e+03 2.841715005999999821e+00
7.734374999999998890e-01 5.611977315000000090e+03 2.861247979999999913e+00
7.753906249999998890e-01 5.569285326999999597e+03 2.881070373000000018e+00
7.773437500000000000e-01 5.526957497000000330e+03 2.901187719000000165e+00
7.792968750000000000e-01 5.485005978999999570e+03 2.921605609999999853e+00
7.812500000000000000e-01 5.443444153999999799e+03 2.942330206999999920e+00
7.832031250000000000e-01 5.402285786999999800e+03 2.963367847999999860e+00
7.851562500000000000e-01 5.361544536999999764e+03 2.984724823000000082e+00
7.871093750000000000e-01 5.321234126999999717e+03 3.006407406000000115e+00
7.890625000000001110e-01 5.281369604999999865e+03 3.028422088000000123e+00
7.910156249999998890e-01 5.241966631000000234e+03 3.050775448000000001e+00
7.929687499999998890e-01 5.203040756000000329e+03 3.073474013999999865e+00
7.949218750000000000e-01 5.164607514999999694e+03 3.096524303999999894e+00
7.968750000000000000e-01 5.126683758000000125e+03 3.119933322000000064e+00
7.988281250000000000e-01 5.089287263999999595e+03 3.143708412000000063e+00
8.007812500000000000e-01 5.052435701999999765e+03 3.167856872000000212e+00
8.027343750000000000e-01 5.016146660999999767e+03 3.192385960000000189e+00
8.046875000000000000e-01 4.980438995000000432e+03 3.217303267000000133e+00
8.066406250000001110e-01 4.945332969000000048e+03 3.242616764000000096e+00
8.085937500000001110e-01 4.910848783000000367e+03 3.268334385999999814e+00
8.105468749999998890e-01 4.877006494999999632e+03 3.294464005000000029e+00
8.125000000000000000e-01 4.843827105000000302e+03 3.321013527999999937e+00
8.144531250000000000e-01 4.811333391000000120e+03 3.347990951999999965e+00
8.164062500000000000e-01 4.779548170000000027e+03 3.375404236000000058e+00
8.183593750000000000e-01 4.748494087000000036e+03 3.403261278000000001e+00
8.203125000000000000e-01 4.718193642000000182e+03 3.431570279999999862e+00
8.222656250000000000e-01 4.688669216999999662e+03 3.460340527000000055e+00
8.242187500000000000e-01 4.659943044999999984e+03 3.489581460000000135e+00
8.261718750000001110e-01 4.632037194000000454e+03 3.519302447999999917e+00
8.281249999999998890e-01 4.604972757999999885e+03 3.549512818000000181e+00
8.300781250000000000e-01 4.578765693999999712e+03 3.580221973000000002e+00
8.320312500000000000e-01 4.553429960000000392e+03 3.611439301999999962e+00
8.339843750000000000e-01 4.528979406999999810e+03 3.643174124999999819e+00
8.359375000000000000e-01 4.505427321000000120e+03 3.675435798000000087e+00
8.378906250000000000e-01 4.482780394999999771e+03 3.708235006999999861e+00
8.398437500000000000e-01 4.461040503999999601e+03 3.741583390999999814e+00
8.417968750000000000e-01 4.440209396999999626e+03 3.775492530000000180e+00
8.437500000000001110e-01 4.420288690999999744e+03 3.809973933000000201e+00
8.457031249999998890e-01 4.401273940000000039e+03 3.845039669000000160e+00
8.476562499999998890e-01 4.383151877999999670e+03 3.880702664999999829e+00
8.496093750000000000e-01 4.365908626999999797e+03 3.916975826999999910e+00
8.515625000000000000e-01 4.349530394999999771e+03 3.953871974000000122e+00
8.535156250000000000e-01 4.334000079999999798e+03 3.991404449000000021e+00
8.554687500000000000e-01 4.319289649999999710e+03 4.029588505999999626e+00
8.574218750000000000e-01 4.305369036000000051e+03 4.068439695000000356e+00
8.593750000000000000e-01 4.292208367999999609e+03 4.107973459000000105e+00
8.613281250000001110e-01 4.279776891999999862e+03 4.148205428999999889e+00
8.632812500000001110e-01 4.268035087999999632e+03 4.189153604000000364e+00
8.652343749999998890e-01 4.256939269000000422e+03 4.230837080999999777e+00
8.671875000000000000e-01 4.246446009000000231e+03 4.273274831000000162e+00
8.691406250000000000e-01 4.236511937000000216e+03 4.316485761000000032e+00
8.710937500000000000e-01 4.227086546000000453e+03 4.360490648999999941e+00
8.730468750000000000e-01 4.218110950000000230e+03 4.405312485999999694e+00
8.750000000000000000e-01 4.209526160000000345e+03 4.450974239999999860e+00
8.769531250000000000e-01 4.201273575999999593e+03 4.497498721999999560e+00
8.789062500000000000e-01 4.193290947999999844e+03 4.544910184999999991e+00
8.808593750000001110e-01 4.185504100000000108e+03 4.593237586999999955e+00
8.828124999999998890e-01 4.177837003999999979e+03 4.642510617000000117e+00
8.847656250000000000e-01 4.170214135000000169e+03 4.692758762999999611e+00
8.867187500000000000e-01 4.162559197999999924e+03 4.744011973000000104e+00
8.886718750000000000e-01 4.154784259000000020e+03 4.796306268999999567e+00
8.906250000000000000e-01 4.146795210999999654e+03 4.849680926999999642e+00
8.925781250000000000e-01 4.138498493000000053e+03 4.904174997000000147e+00
8.945312500000000000e-01 4.129801016000000345e+03 4.959827338000000196e+00
8.964843750000000000e-01 4.120601499000000331e+03 5.016680739999999972e+00
8.984375000000001110e-01 4.110785630000000310e+03 5.074784228999999591e+00
9.003906249999998890e-01 4.100238658999999643e+03 5.134187072999999657e+00
9.023437499999998890e-01 4.088846583999999893e+03 5.194938214000000443e+00
9.042968750000000000e-01 4.076493179999999938e+03 5.257089393000000221e+00
9.062500000000000000e-01 4.063047899000000143e+03 5.320707866000000230e+00
9.082031250000000000e-01 4.048376263999999992e+03 5.385865474000000042e+00
9.101562500000000000e-01 4.032344668000000183e+03 5.452633591999999751e+00
9.121093750000000000e-01 4.014819491000000198e+03 5.521083696999999901e+00
9.140625000000000000e-01 3.995646635000000060e+03 5.591300576000000078e+00
9.160156250000001110e-01 3.974650990999999976e+03 5.663382673000000089e+00
9.179687500000001110e-01 3.951657561999999871e+03 5.737428452999999706e+00
9.199218749999998890e-01 3.926492472999999791e+03 5.813535739999999841e+00
9.218750000000000000e-01 3.898975792000000183e+03 5.891748054999999873e+00
9.238281250000000000e-01 3.868902876000000106e+03 5.971915060999999803e+00
9.257812500000000000e-01 3.836064558000000034e+03 6.053843742999999833e+00
9.277343750000000000e-01 3.800253001999999924e+03 6.137342301000000333e+00
9.296875000000000000e-01 3.761253283000000010e+03 6.222209052000000185e+00
9.316406250000000000e-01 3.718703441000000112e+03 6.308048022000000365e+00
9.335937500000000000e-01 3.672116908999999850e+03 6.394298494000000055e+00
9.355468750000001110e-01 3.621006088999999974e+03 6.480397872000000170e+00
9.374999999999998890e-01 3.564886442999999872e+03 6.565787094000000046e+00
9.394531250000000000e-01 3.503242476999999781e+03 6.649981582999999752e+00
9.414062500000000000e-01 3.435449622000000090e+03 6.732734333999999876e+00
9.433593750000000000e-01 3.360864044999999805e+03 6.813848257000000075e+00
9.453125000000000000e-01 3.278845932000000175e+03 6.893127489000000274e+00
9.472656250000000000e-01 3.188777905999999803e+03 6.970407781999999663e+00
9.492187500000000000e-01 3.090390340999999808e+03 7.046092359000000194e+00
9.511718750000000000e-01 2.983719473999999991e+03 7.121082962000000016e+00
9.531250000000001110e-01 2.868811846999999943e+03 7.196293089000000087e+00
9.550781249999998890e-01 2.745713741000000027e+03 7.272630624999999682e+00
9.570312499999998890e-01 2.614712531000000126e+03 7.350905347000000312e+00
9.589843750000000000e-01 2.477034173000000010e+03 7.431561525000000223e+00
9.609375000000000000e-01 2.334126134999999977e+03 7.514952918999999731e+00
9.628906250000000000e-01 2.187427083000000039e+03 7.601431123000000234e+00
9.648437500000000000e-01 2.038370971000000054e+03 7.691363317999999616e+00
9.667968750000000000e-01 1.888502011999999922e+03 7.785638977999999710e+00
9.687500000000000000e-01 1.739490788000000066e+03 7.885740618999999896e+00
9.707031250000001110e-01 1.593005184999999983e+03 7.993174437000000410e+00
9.726562500000001110e-01 1.450703027000000020e+03 8.109437523000000425e+00
9.746093749999998890e-01 1.314131566999999905e+03 8.235869903999999408e+00
9.765625000000000000e-01 1.184230277999999998e+03 8.372922725000000455e+00
9.785156250000000000e-01 1.061712528999999904e+03 8.520719952000000319e+00
9.804687500000000000e-01 9.472870559000000412e+02 8.679384264999999488e+00
9.824218750000000000e-01 8.416541932000000088e+02 8.849059969000000692e+00
9.843750000000000000e-01 7.450836819999999534e+02 9.032194805999999687e+00
9.863281250000000000e-01 6.570538605000000416e+02 9.235490013999999803e+00
9.882812500000001110e-01 5.769604991999999584e+02 9.466069806000000142e+00
9.902343750000001110e-01 5.042029244999999946e+02 9.731016118999999520e+00
9.921874999999998890e-01 4.382004059000000211e+02 1.003728021999999953e+01
9.941406250000000000e-01 3.785827461000000085e+02 1.039065289999999919e+01
9.960937500000000000e-01 3.251236569999999801e+02 1.079612466999999931e+01
9.980468750000000000e-01 2.776009240999999861e+02 1.125864164000000045e+01
1.000000000000000000e+00 2.357936192999999889e+02 1.178312075000000014e+01
