   FROM CHEASE,SI UNITS,COCOS=2, IP,B0>020260925   3 513 513
 1.361945010E+00 2.443413960E+00 8.500000240E-01 1.427304047E-01-6.323755147E-03
 9.430445796E-01-6.323755147E-03-6.864468261E-02 0.000000000E+00 -4.87488985E-01
 7.440705163E+05-6.864468261E-02 0.000000000E+00 9.430445796E-01 0.000000000E+00
 4.994967047E-03 4.823250530E-03 4.651487037E-03 4.479675339E-03 4.307814033E-03
 4.135901790E-03 3.963937301E-03 3.791919277E-03 3.619846454E-03 3.447717592E-03
 3.275531478E-03 3.103286929E-03 2.930982793E-03 2.758617950E-03 2.586191317E-03
 2.413701848E-03 2.241148540E-03 2.068530430E-03 1.895846606E-03 1.723096200E-03
 1.550278400E-03 1.377392447E-03 1.204437641E-03 1.031413337E-03 8.583189750E-04
 6.851542361E-04 5.119180880E-04 3.386060784E-04 1.652411862E-04-8.096316233E-06
-1.818777084E-04-3.576995229E-04-5.358256630E-04-7.161423808E-04-8.986051697E-04
-1.083182150E-03-1.269842300E-03-1.458559284E-03-1.649311415E-03-1.842078441E-03
-2.036836294E-03-2.233554919E-03-2.432196995E-03-2.632721931E-03-2.835087719E-03
-3.039250869E-03-3.245165074E-03-3.452782437E-03-3.662052668E-03-3.872924008E-03
-4.085344328E-03-4.299260934E-03-4.514622635E-03-4.731385423E-03-4.949510769E-03
-5.168968185E-03-5.389753782E-03-5.611879620E-03-5.835358922E-03-6.060204182E-03
-6.286428071E-03-6.514042225E-03-6.743051528E-03-6.973454283E-03-7.205247480E-03
-7.438425394E-03-7.672975913E-03-7.908884854E-03-8.146137633E-03-8.384715998E-03
-8.624597113E-03-8.865757236E-03-9.108173462E-03-9.351825134E-03-9.596693632E-03
-9.842760489E-03-1.009000744E-02-1.033841934E-02-1.058798526E-02-1.083869513E-02
-1.109053863E-02-1.134350670E-02-1.159759402E-02-1.185279678E-02-1.210911101E-02
-1.236653275E-02-1.262505988E-02-1.288469268E-02-1.314543176E-02-1.340727736E-02
-1.367022993E-02-1.393429182E-02-1.419946714E-02-1.446576000E-02-1.473317428E-02
-1.500171399E-02-1.527138445E-02-1.554219222E-02-1.581414384E-02-1.608724600E-02
-1.636150605E-02-1.663693218E-02-1.691353338E-02-1.719131867E-02-1.747029693E-02
-1.775047703E-02-1.803186808E-02-1.831447931E-02-1.859831992E-02-1.888339895E-02
-1.916972540E-02-1.945730854E-02-1.974615746E-02-2.003628044E-02-2.032768563E-02
-2.062038123E-02-2.091437593E-02-2.120967878E-02-2.150629639E-02-2.180423409E-02
-2.210349743E-02-2.240409244E-02-2.270602533E-02-2.300929911E-02-2.331391073E-02
-2.361985564E-02-2.392713006E-02-2.423573148E-02-2.454565774E-02-2.485690224E-02
-2.516945230E-02-2.548329432E-02-2.579841563E-02-2.611480437E-02-2.643244885E-02
-2.675133404E-02-2.707144073E-02-2.739274939E-02-2.771524124E-02-2.803889794E-02
-2.836370056E-02-2.868962732E-02-2.901665323E-02-2.934475227E-02-2.967389509E-02
-3.000404983E-02-3.033518433E-02-3.066726445E-02-3.100025251E-02-3.133410933E-02
-3.166879568E-02-3.200427251E-02-3.234050096E-02-3.267744110E-02-3.301505052E-02
-3.335328622E-02-3.369210592E-02-3.403146784E-02-3.437133042E-02-3.471165147E-02
-3.505238687E-02-3.539349180E-02-3.573492161E-02-3.607663180E-02-3.641857800E-02
-3.676071564E-02-3.710299888E-02-3.744538105E-02-3.778781498E-02-3.813025188E-02
-3.847264209E-02-3.881493577E-02-3.915707992E-02-3.949901757E-02-3.984068943E-02
-4.018203419E-02-4.052298917E-02-4.086348792E-02-4.120345329E-02-4.154280321E-02
-4.188145500E-02-4.221932529E-02-4.255633533E-02-4.289241314E-02-4.322748577E-02
-4.356147971E-02-4.389432108E-02-4.422593606E-02-4.455625426E-02-4.488520750E-02
-4.521272962E-02-4.553875977E-02-4.586324169E-02-4.618612224E-02-4.650735189E-02
-4.682689252E-02-4.714471683E-02-4.746080007E-02-4.777511958E-02-4.808765933E-02
-4.839841098E-02-4.870737038E-02-4.901453638E-02-4.931990903E-02-4.962348637E-02
-4.992526386E-02-5.022521479E-02-5.052328275E-02-5.081940485E-02-5.111351509E-02
-5.140554579E-02-5.169543037E-02-5.198310591E-02-5.226851327E-02-5.255159408E-02
-5.283228947E-02-5.311054050E-02-5.338628766E-02-5.365947097E-02-5.393002802E-02
-5.419789416E-02-5.446300724E-02-5.472531199E-02-5.498477793E-02-5.524138627E-02
-5.549512135E-02-5.574596880E-02-5.599390768E-02-5.623891139E-02-5.648095147E-02
-5.671999588E-02-5.695601165E-02-5.718896730E-02-5.741882907E-02-5.764556169E-02
-5.786912860E-02-5.808949276E-02-5.830661858E-02-5.852047622E-02-5.873104427E-02
-5.893830631E-02-5.914224705E-02-5.934285051E-02-5.954009829E-02-5.973397044E-02
-5.992444837E-02-6.011151733E-02-6.029516363E-02-6.047537062E-02-6.065211852E-02
-6.082538522E-02-6.099514822E-02-6.116138899E-02-6.132409614E-02-6.148326410E-02
-6.163888739E-02-6.179095861E-02-6.193946747E-02-6.208440059E-02-6.222574466E-02
-6.236349877E-02-6.249768778E-02-6.262833265E-02-6.275537834E-02-6.287873675E-02
-6.299836897E-02-6.311431367E-02-6.322666908E-02-6.333552342E-02-6.344076108E-02
-6.354209558E-02-6.363973688E-02-6.373410925E-02-6.382436967E-02-6.390952149E-02
-6.399138275E-02-6.407253279E-02-6.415286748E-02-6.422685631E-02-6.429105071E-02
-6.434999893E-02-6.440919032E-02-6.446958169E-02-6.452632366E-02-6.457620115E-02
-6.462104206E-02-6.466233995E-02-6.470056460E-02-6.473524764E-02-6.476580974E-02
-6.479223365E-02-6.481485612E-02-6.483384528E-02-6.484920066E-02-6.486090256E-02
-6.486888225E-02-6.487302969E-02-6.487320416E-02-6.486930473E-02-6.486132719E-02
-6.484938060E-02-6.483363514E-02-6.481415592E-02-6.479085021E-02-6.476359343E-02
-6.473230855E-02-6.469699332E-02-6.465769743E-02-6.461445846E-02-6.456723916E-02
-6.451601647E-02-6.446080317E-02-6.440161197E-02-6.433842936E-02-6.427121895E-02
-6.419995408E-02-6.412461209E-02-6.404516945E-02-6.396161827E-02-6.387395475E-02
-6.378216195E-02-6.368620164E-02-6.358602323E-02-6.348158357E-02-6.337287168E-02
-6.325990932E-02-6.314271934E-02-6.302132397E-02-6.289575034E-02-6.276601665E-02
-6.263211680E-02-6.249402251E-02-6.235169351E-02-6.220509287E-02-6.205419754E-02
-6.189900319E-02-6.173952005E-02-6.157576441E-02-6.140774392E-02-6.123544615E-02
-6.105883741E-02-6.087787004E-02-6.069248997E-02-6.050264532E-02-6.030829595E-02
-6.010941567E-02-5.990599377E-02-5.969802959E-02-5.948552914E-02-5.926850278E-02
-5.904696489E-02-5.882093398E-02-5.859043068E-02-5.835547576E-02-5.811608906E-02
-5.787228971E-02-5.762409698E-02-5.737152952E-02-5.711460318E-02-5.685333176E-02
-5.658772847E-02-5.631780747E-02-5.604358454E-02-5.576507618E-02-5.548229867E-02
-5.519526812E-02-5.490400165E-02-5.460851840E-02-5.430883843E-02-5.400498188E-02
-5.369696894E-02-5.338482065E-02-5.306855987E-02-5.274821049E-02-5.242379668E-02
-5.209534289E-02-5.176287439E-02-5.142641792E-02-5.108600106E-02-5.074165158E-02
-5.039339740E-02-5.004126725E-02-4.968529088E-02-4.932549864E-02-4.896192102E-02
-4.859458886E-02-4.822353359E-02-4.784878727E-02-4.747038256E-02-4.708835329E-02
-4.670273395E-02-4.631355937E-02-4.592086470E-02-4.552468536E-02-4.512505696E-02
-4.472201524E-02-4.431559610E-02-4.390583558E-02-4.349276998E-02-4.307643577E-02
-4.265686948E-02-4.223410770E-02-4.180818719E-02-4.137914493E-02-4.094701796E-02
-4.051184320E-02-4.007365763E-02-3.963249842E-02-3.918840294E-02-3.874140839E-02
-3.829155174E-02-3.783887011E-02-3.738340084E-02-3.692518085E-02-3.646424639E-02
-3.600063379E-02-3.553437953E-02-3.506551959E-02-3.459408867E-02-3.412012094E-02
-3.364365067E-02-3.316471149E-02-3.268333490E-02-3.219955122E-02-3.171339072E-02
-3.122488275E-02-3.073405332E-02-3.024092639E-02-2.974552576E-02-2.924787355E-02
-2.874798661E-02-2.824587895E-02-2.774156425E-02-2.723505265E-02-2.672634637E-02
-2.621544470E-02-2.570234580E-02-2.518703968E-02-2.466950606E-02-2.414972226E-02
-2.362766050E-02-2.310327680E-02-2.257651827E-02-2.204732891E-02-2.151563983E-02
-2.098136897E-02-2.044443082E-02-1.990473151E-02-1.936216492E-02-1.881662082E-02
-1.826798152E-02-1.771611836E-02-1.716089818E-02-1.660217888E-02-1.603980849E-02
-1.547362979E-02-1.490347497E-02-1.432916846E-02-1.375052605E-02-1.316735197E-02
-1.257944174E-02-1.198657648E-02-1.138852570E-02-1.078504134E-02-1.017585847E-02
-9.560687283E-03-8.939212410E-03-8.311085652E-03-7.675942733E-03-7.033413951E-03
-6.383123331E-03-5.724838292E-03-5.058790959E-03-4.385543392E-03-3.705566755E-03
-3.019213173E-03-2.327118203E-03-1.630326686E-03-9.301891968E-04-2.281306739E-04
 4.745621453E-04 1.177280395E-03 1.880023615E-03 2.582822542E-03 3.285675007E-03
 3.988579687E-03 4.691536322E-03 5.394544560E-03 6.097604016E-03 6.800714328E-03
 7.503875139E-03 8.207086093E-03 8.910346813E-03 9.613656788E-03 1.031701544E-02
 1.102042220E-02 1.172387655E-02 1.242737798E-02 1.313092600E-02 1.383452008E-02
 1.453815975E-02 1.524184452E-02 1.594557395E-02 1.664934760E-02 1.735316507E-02
 1.805702597E-02 1.876092991E-02 1.946487648E-02 2.016886545E-02 2.087289783E-02
 2.157696764E-02 5.306758066E-03 5.135293793E-03 4.963797355E-03 4.792262531E-03
 4.620688915E-03 4.449075104E-03 4.277419554E-03 4.105720773E-03 3.933977287E-03
 3.762187630E-03 3.590350351E-03 3.418464020E-03 3.246527226E-03 3.074538578E-03
 2.902496703E-03 2.730400252E-03 2.558247899E-03 2.386038341E-03 2.213770307E-03
 2.041442555E-03 1.869053876E-03 1.696603099E-03 1.524089088E-03 1.351510750E-03
 1.178867033E-03 1.006156917E-03 8.333794938E-04 6.605341509E-04 4.876183380E-04
 3.146256412E-04 1.416116536E-04-3.135078025E-05-2.050529014E-04-3.808750907E-04
-5.590001180E-04-7.393253402E-04-9.218090997E-04-1.106419490E-03-1.293125959E-03
-1.481902729E-03-1.672728309E-03-1.865582087E-03-2.060439023E-03-2.257267946E-03
-2.456030615E-03-2.656685941E-03-2.859191514E-03-3.063503309E-03-3.269574635E-03
-3.477357270E-03-3.686800517E-03-3.897852468E-03-4.110460848E-03-4.324572908E-03
-4.540137884E-03-4.757112619E-03-4.975458862E-03-5.195148104E-03-5.416179554E-03
-5.638565809E-03-5.862319991E-03-6.087454619E-03-6.313982386E-03-6.541914530E-03
-6.771254994E-03-7.002002150E-03-7.234153474E-03-7.467703144E-03-7.702639103E-03
-7.938947692E-03-8.176614756E-03-8.415622056E-03-8.655946998E-03-8.897566044E-03
-9.140456256E-03-9.384596995E-03-9.629969433E-03-9.876554767E-03-1.012433450E-02
-1.037329356E-02-1.062342094E-02-1.087470656E-02-1.112714025E-02-1.138071346E-02
-1.163542137E-02-1.189126041E-02-1.214822685E-02-1.240631724E-02-1.266553058E-02
-1.292586828E-02-1.318733212E-02-1.344992356E-02-1.371364443E-02-1.397849871E-02
-1.424449174E-02-1.451162850E-02-1.477991356E-02-1.504935164E-02-1.531994892E-02
-1.559171266E-02-1.586465002E-02-1.613876783E-02-1.641407294E-02-1.669057290E-02
-1.696827591E-02-1.724719013E-02-1.752732351E-02-1.780868445E-02-1.809128195E-02
-1.837512516E-02-1.866022308E-02-1.894658457E-02-1.923421844E-02-1.952313338E-02
-1.981333709E-02-2.010483628E-02-2.039763751E-02-2.069174730E-02-2.098717242E-02
-2.128391915E-02-2.158199087E-02-2.188138987E-02-2.218211851E-02-2.248417972E-02
-2.278757742E-02-2.309231242E-02-2.339837991E-02-2.370577411E-02-2.401448985E-02
-2.432452271E-02-2.463586782E-02-2.494851487E-02-2.526244813E-02-2.557765162E-02
-2.589411072E-02-2.621181191E-02-2.653074127E-02-2.685088065E-02-2.717220839E-02
-2.749470297E-02-2.781834375E-02-2.814311098E-02-2.846898500E-02-2.879594297E-02
-2.912395941E-02-2.945300888E-02-2.978306594E-02-3.011410530E-02-3.044610183E-02
-3.077902809E-02-3.111285193E-02-3.144753651E-02-3.178304405E-02-3.211933709E-02
-3.245637795E-02-3.279412640E-02-3.313253927E-02-3.347157296E-02-3.381118409E-02
-3.415132957E-02-3.449196655E-02-3.483305140E-02-3.517453906E-02-3.551638439E-02
-3.585854247E-02-3.620096848E-02-3.654361781E-02-3.688644564E-02-3.722940578E-02
-3.757245135E-02-3.791553551E-02-3.825861149E-02-3.860163281E-02-3.894455299E-02
-3.928732375E-02-3.962989417E-02-3.997221270E-02-4.031422720E-02-4.065588226E-02
-4.099711973E-02-4.133787844E-02-4.167809481E-02-4.201770306E-02-4.235662963E-02
-4.269479192E-02-4.303210621E-02-4.336848811E-02-4.370385421E-02-4.403812951E-02
-4.437123987E-02-4.470311049E-02-4.503366679E-02-4.536283434E-02-4.569054135E-02
-4.601671888E-02-4.634129958E-02-4.666422168E-02-4.698542899E-02-4.730486878E-02
-4.762249202E-02-4.793826161E-02-4.825215193E-02-4.856413991E-02-4.887420491E-02
-4.918233387E-02-4.948852186E-02-4.979276846E-02-5.009507600E-02-5.039544653E-02
-5.069388029E-02-5.099037103E-02-5.128488116E-02-5.157735053E-02-5.186771637E-02
-5.215591333E-02-5.244187486E-02-5.272553532E-02-5.300683306E-02-5.328570924E-02
-5.356210546E-02-5.383596505E-02-5.410723166E-02-5.437584711E-02-5.464174975E-02
-5.490487443E-02-5.516515769E-02-5.542254253E-02-5.567699695E-02-5.592850659E-02
-5.617705772E-02-5.642263683E-02-5.666522413E-02-5.690479349E-02-5.714131886E-02
-5.737477407E-02-5.760513166E-02-5.783236155E-02-5.805642909E-02-5.827729784E-02
-5.849493031E-02-5.870929197E-02-5.892035500E-02-5.912809718E-02-5.933249975E-02
-5.953354593E-02-5.973121946E-02-5.992550281E-02-6.011637985E-02-6.030383941E-02
-6.048787070E-02-6.066846029E-02-6.084559182E-02-6.101924494E-02-6.118939675E-02
-6.135602574E-02-6.151911956E-02-6.167867107E-02-6.183467447E-02-6.198712316E-02
-6.213600906E-02-6.228132067E-02-6.242304400E-02-6.256116807E-02-6.269569559E-02
-6.282665208E-02-6.295406042E-02-6.307787038E-02-6.319799205E-02-6.331438352E-02
-6.342708510E-02-6.353620133E-02-6.364181348E-02-6.374376998E-02-6.384181260E-02
-6.393628303E-02-6.402740066E-02-6.411405115E-02-6.419584934E-02-6.427519180E-02
-6.435426931E-02-6.443093126E-02-6.449920155E-02-6.455883738E-02-6.461602065E-02
-6.467460294E-02-6.473238396E-02-6.478403144E-02-6.482968664E-02-6.487130915E-02
-6.490978883E-02-6.494496558E-02-6.497616786E-02-6.500319243E-02-6.502632353E-02
-6.504581028E-02-6.506167222E-02-6.507388972E-02-6.508240303E-02-6.508710388E-02
-6.508784938E-02-6.508453147E-02-6.507714171E-02-6.506579127E-02-6.505065291E-02
-6.503178448E-02-6.500908545E-02-6.498243084E-02-6.495175216E-02-6.491705866E-02
-6.487840583E-02-6.483581436E-02-6.478924360E-02-6.473868108E-02-6.468414488E-02
-6.462564017E-02-6.456314209E-02-6.449661520E-02-6.442603717E-02-6.435138257E-02
-6.427263500E-02-6.418979153E-02-6.410284250E-02-6.401175788E-02-6.391648938E-02
-6.381698705E-02-6.371322802E-02-6.360522660E-02-6.349300897E-02-6.337659689E-02
-6.325601711E-02-6.313129070E-02-6.300241561E-02-6.286936597E-02-6.273210170E-02
-6.259058424E-02-6.244478794E-02-6.229470656E-02-6.214035021E-02-6.198173591E-02
-6.181887047E-02-6.165173793E-02-6.148029829E-02-6.130449797E-02-6.112428011E-02
-6.093959377E-02-6.075040128E-02-6.055667792E-02-6.035841241E-02-6.015560318E-02
-5.994825734E-02-5.973638697E-02-5.952000717E-02-5.929913412E-02-5.907378490E-02
-5.884397819E-02-5.860973346E-02-5.837106909E-02-5.812800098E-02-5.788054168E-02
-5.762870279E-02-5.737249684E-02-5.711193662E-02-5.684703428E-02-5.657780189E-02
-5.630425265E-02-5.602640161E-02-5.574426465E-02-5.545785766E-02-5.516719659E-02
-5.487229850E-02-5.457318247E-02-5.426986839E-02-5.396237635E-02-5.365072668E-02
-5.333494091E-02-5.301504250E-02-5.269105570E-02-5.236300497E-02-5.203091510E-02
-5.169481185E-02-5.135472239E-02-5.101067460E-02-5.066269659E-02-5.031081681E-02
-4.995506456E-02-4.959547028E-02-4.923206505E-02-4.886488039E-02-4.849394880E-02
-4.811930405E-02-4.774098053E-02-4.735901308E-02-4.697343689E-02-4.658428735E-02
-4.619159993E-02-4.579541032E-02-4.539575441E-02-4.499266834E-02-4.458618842E-02
-4.417635107E-02-4.376319291E-02-4.334675080E-02-4.292706174E-02-4.250416281E-02
-4.207809116E-02-4.164888417E-02-4.121657939E-02-4.078121449E-02-4.034282714E-02
-3.990145512E-02-3.945713649E-02-3.900990934E-02-3.855981138E-02-3.810688026E-02
-3.765115400E-02-3.719267057E-02-3.673146728E-02-3.626758092E-02-3.580104837E-02
-3.533190642E-02-3.486019097E-02-3.438593673E-02-3.390917815E-02-3.342994968E-02
-3.294828439E-02-3.246421313E-02-3.197776620E-02-3.148897377E-02-3.099786393E-02
-3.050446132E-02-3.000878964E-02-2.951087220E-02-2.901072879E-02-2.850837407E-02
-2.800382149E-02-2.749708349E-02-2.698816608E-02-2.647706868E-02-2.596378963E-02
-2.544832389E-02-2.493065501E-02-2.441076004E-02-2.388861417E-02-2.336418166E-02
-2.283741147E-02-2.230824834E-02-2.177663054E-02-2.124247994E-02-2.070571109E-02
-2.016623453E-02-1.962394836E-02-1.907874273E-02-1.853050373E-02-1.797910622E-02
-1.742441773E-02-1.686630051E-02-1.630460519E-02-1.573917598E-02-1.516984944E-02
-1.459645158E-02-1.401880195E-02-1.343670846E-02-1.284997006E-02-1.225837371E-02
-1.166169299E-02-1.105968753E-02-1.045209852E-02-9.838647337E-03-9.219028293E-03
-8.592906684E-03-7.959920258E-03-7.319700931E-03-6.671869213E-03-6.016089786E-03
-5.352371666E-03-4.681175546E-03-4.003074791E-03-3.318419961E-03-2.627698862E-03
-1.931782273E-03-1.231926330E-03-5.295587350E-04 1.739508502E-04 8.776000316E-04
 1.581252792E-03 2.284949142E-03 2.988692234E-03 3.692480172E-03 4.396312626E-03
 5.100189276E-03 5.804109607E-03 6.508073088E-03 7.212079225E-03 7.916127558E-03
 8.620217639E-03 9.324349014E-03 1.002852123E-02 1.073273386E-02 1.143698650E-02
 1.214127875E-02 1.284561026E-02 1.354998068E-02 1.425438967E-02 1.495883693E-02
 1.566332214E-02 1.636784502E-02 1.707240528E-02 1.777700263E-02 1.848163680E-02
 1.918630746E-02 1.989101448E-02 2.059575879E-02 2.130053531E-02 5.275508689E-03
 5.104160246E-03 4.932788144E-03 4.761387358E-03 4.589957053E-03 4.418495674E-03
 4.247001562E-03 4.075473106E-03 3.903908705E-03 3.732306759E-03 3.560665674E-03
 3.388983864E-03 3.217259749E-03 3.045491760E-03 2.873678337E-03 2.701817936E-03
 2.529909026E-03 2.357950094E-03 2.185939645E-03 2.013876204E-03 1.841758324E-03
 1.669584582E-03 1.497353578E-03 1.325063944E-03 1.152714335E-03 9.803034224E-04
 8.078300054E-04 6.352932111E-04 4.626891714E-04 2.900104233E-04 1.173403503E-04
-5.527178309E-05-2.289180032E-04-4.047502202E-04-5.828787294E-04-7.632146172E-04
-9.457188820E-04-1.130359766E-03-1.317107436E-03-1.505936863E-03-1.696826860E-03
-1.889756469E-03-2.084699760E-03-2.281624455E-03-2.480491557E-03-2.681259542E-03
-2.883885626E-03-3.088325195E-03-3.294531118E-03-3.502454709E-03-3.712044777E-03
-3.923249153E-03-4.136015280E-03-4.350290260E-03-4.566023846E-03-4.783173789E-03
-5.001702361E-03-5.221583732E-03-5.442820132E-03-5.665424623E-03-5.889410286E-03
-6.114789757E-03-6.341575746E-03-6.569778931E-03-6.799402163E-03-7.030443615E-03
-7.262900726E-03-7.496767026E-03-7.732030180E-03-7.968676632E-03-8.206692117E-03
-8.446058001E-03-8.686752052E-03-8.928751503E-03-9.172034285E-03-9.416580810E-03
-9.662373112E-03-9.909393230E-03-1.015762370E-02-1.040705055E-02-1.065766314E-02
-1.090945119E-02-1.116240432E-02-1.141651409E-02-1.167177563E-02-1.192818501E-02
-1.218573803E-02-1.244443132E-02-1.270426434E-02-1.296523889E-02-1.322735693E-02
-1.349062019E-02-1.375503091E-02-1.402059373E-02-1.428731479E-02-1.455520017E-02
-1.482425572E-02-1.509448760E-02-1.536590359E-02-1.563851246E-02-1.591232268E-02
-1.618734203E-02-1.646357812E-02-1.674103931E-02-1.701973454E-02-1.729967268E-02
-1.758086233E-02-1.786331188E-02-1.814702965E-02-1.843202389E-02-1.871830268E-02
-1.900587385E-02-1.929474525E-02-1.958492500E-02-1.987642043E-02-2.016923803E-02
-2.046338407E-02-2.075886484E-02-2.105568650E-02-2.135385369E-02-2.165336778E-02
-2.195422919E-02-2.225643834E-02-2.255999606E-02-2.286490332E-02-2.317115675E-02
-2.347874772E-02-2.378766684E-02-2.409790524E-02-2.440945564E-02-2.472231113E-02
-2.503645886E-02-2.535188139E-02-2.566856120E-02-2.598648148E-02-2.630562610E-02
-2.662597810E-02-2.694751555E-02-2.727021395E-02-2.759404978E-02-2.791900060E-02
-2.824504461E-02-2.857215953E-02-2.890031937E-02-2.922949631E-02-2.955966307E-02
-2.989079338E-02-3.022286180E-02-3.055584283E-02-3.088970833E-02-3.122442816E-02
-3.155997168E-02-3.189630869E-02-3.223340983E-02-3.257124484E-02-3.290977699E-02
-3.324896464E-02-3.358876577E-02-3.392913863E-02-3.427004108E-02-3.461142999E-02
-3.495326062E-02-3.529548660E-02-3.563806129E-02-3.598093839E-02-3.632407196E-02
-3.666741668E-02-3.701092707E-02-3.735455633E-02-3.769825719E-02-3.804198256E-02
-3.838568570E-02-3.872932014E-02-3.907283912E-02-3.941619486E-02-3.975933893E-02
-4.010222314E-02-4.044479935E-02-4.078701821E-02-4.112882862E-02-4.147017866E-02
-4.181101406E-02-4.215127664E-02-4.249090531E-02-4.282983657E-02-4.316800564E-02
-4.350534331E-02-4.384176860E-02-4.417719581E-02-4.451153849E-02-4.484471055E-02
-4.517663301E-02-4.550723143E-02-4.583643011E-02-4.616415299E-02-4.649032444E-02
-4.681487115E-02-4.713772363E-02-4.745881402E-02-4.777807992E-02-4.809546512E-02
-4.841091711E-02-4.872438726E-02-4.903583951E-02-4.934525006E-02-4.965259789E-02
-4.995786506E-02-5.026104260E-02-5.056212987E-02-5.086113005E-02-5.115804789E-02
-5.145288651E-02-5.174564824E-02-5.203632355E-02-5.232486641E-02-5.261121597E-02
-5.289530880E-02-5.317707819E-02-5.345645668E-02-5.373338069E-02-5.400779304E-02
-5.427963790E-02-5.454885876E-02-5.481539895E-02-5.507920031E-02-5.534020203E-02
-5.559834174E-02-5.585355946E-02-5.610579933E-02-5.635502366E-02-5.660121703E-02
-5.684436559E-02-5.708445698E-02-5.732147695E-02-5.755540638E-02-5.778622380E-02
-5.801390358E-02-5.823841751E-02-5.845973435E-02-5.867781940E-02-5.889264082E-02
-5.910416843E-02-5.931237241E-02-5.951722580E-02-5.971870619E-02-5.991679435E-02
-6.011147415E-02-6.030273534E-02-6.049056908E-02-6.067496478E-02-6.085591123E-02
-6.103339501E-02-6.120739960E-02-6.137790577E-02-6.154489658E-02-6.170835781E-02
