#psi, P, q
7.460937500000000000e-01 3.937502273999999943e+03 3.311113778999999813e+00
7.480468750000000000e-01 3.908752175000000079e+03 3.331849983000000126e+00
7.500000000000000000e-01 3.880140358999999989e+03 3.352872920999999895e+00
7.519531250000000000e-01 3.851671977999999854e+03 3.374188075000000175e+00
7.539062500000000000e-01 3.823352140999999847e+03 3.395800879999999911e+00
7.558593750000000000e-01 3.795186099000000013e+03 3.417716899999999836e+00
7.578125000000000000e-01 3.767179621000000225e+03 3.439942188999999928e+00
7.597656250000000000e-01 3.739338537999999971e+03 3.462482856999999914e+00
7.617187500000000000e-01 3.711668635999999879e+03 3.485344962000000102e+00
7.636718750000000000e-01 3.684175834000000123e+03 3.508534660000000027e+00
7.656250000000000000e-01 3.656866645999999946e+03 3.532058566999999982e+00
7.675781250000000000e-01 3.629747683000000052e+03 3.555923363999999864e+00
7.695312500000000000e-01 3.602825503000000026e+03 3.580135680999999792e+00
7.714843750000000000e-01 3.576106775000000198e+03 3.604702195000000220e+00
7.734375000000000000e-01 3.549598852000000079e+03 3.629629996999999886e+00
7.753906250000000000e-01 3.523309232999999949e+03 3.654926252000000098e+00
7.773437500000000000e-01 3.497245362000000114e+03 3.680598068000000112e+00
7.792968750000000000e-01 3.471414760999999999e+03 3.706652631999999947e+00
7.812500000000000000e-01 3.445825706000000082e+03 3.733097859999999990e+00
7.832031250000000000e-01 3.420486714000000120e+03 3.759941902000000002e+00
7.851562500000000000e-01 3.395406234999999924e+03 3.787192842000000059e+00
7.871093750000000000e-01 3.370592759000000115e+03 3.814858744999999995e+00
7.890625000000000000e-01 3.346055589999999938e+03 3.842947965000000021e+00
7.910156250000000000e-01 3.321804411000000073e+03 3.871468972000000175e+00
7.929687500000000000e-01 3.297848837000000003e+03 3.900430171000000001e+00
7.949218750000000000e-01 3.274198472999999922e+03 3.929839954000000191e+00
7.968750000000000000e-01 3.250863734000000022e+03 3.959707347999999794e+00
7.988281250000000000e-01 3.227855603999999857e+03 3.990041825000000042e+00
8.007812500000000000e-01 3.205185003999999935e+03 4.020852796999999867e+00
8.027343750000000000e-01 3.182862802999999985e+03 4.052149624000000117e+00
8.046875000000000000e-01 3.160900645000000168e+03 4.083942116000000233e+00
8.066406250000000000e-01 3.139311047000000144e+03 4.116240589000000227e+00
8.085937500000000000e-01 3.118106479999999920e+03 4.149055311999999773e+00
8.105468750000000000e-01 3.097299333999999817e+03 4.182396479000000333e+00
8.125000000000000000e-01 3.076902562000000216e+03 4.216274333000000318e+00
8.144531250000000000e-01 3.056930198999999902e+03 4.250699262999999561e+00
8.164062500000000000e-01 3.037396299999999883e+03 4.285681605999999810e+00
8.183593750000000000e-01 3.018314815000000181e+03 4.321231621999999994e+00
8.203125000000000000e-01 2.999699567000000116e+03 4.357359952999999564e+00
8.222656250000000000e-01 2.981564190999999937e+03 4.394078602999999639e+00
8.242187500000000000e-01 2.963922206000000187e+03 4.431399772999999875e+00
8.261718750000000000e-01 2.946787030999999843e+03 4.469335571000000229e+00
8.281250000000000000e-01 2.930171479999999974e+03 4.507898033000000027e+00
8.300781250000000000e-01 2.914085156000000097e+03 4.547099196999999648e+00
8.320312500000000000e-01 2.898536410000000160e+03 4.586951043000000006e+00
8.339843750000000000e-01 2.883533531999999923e+03 4.627465466000000305e+00
8.359375000000000000e-01 2.869084455000000162e+03 4.668654405999999923e+00
8.378906250000000000e-01 2.855192923999999948e+03 4.710531526999999663e+00
8.398437500000000000e-01 2.841859621000000061e+03 4.753111724000000038e+00
8.417968750000000000e-01 2.829085152999999991e+03 4.796409814999999632e+00
8.437500000000000000e-01 2.816870052000000214e+03 4.840440533999999850e+00
8.457031250000000000e-01 2.805211273999999776e+03 4.885219467999999843e+00
8.476562500000000000e-01 2.794100574999999935e+03 4.930763495999999968e+00
8.496093750000000000e-01 2.783529348999999911e+03 4.977089494000000336e+00
8.515625000000000000e-01 2.773489048999999795e+03 5.024214214999999761e+00
8.535156250000000000e-01 2.763969121000000086e+03 5.072155105000000219e+00
8.554687500000000000e-01 2.754952396000000135e+03 5.120932117999999811e+00
8.574218750000000000e-01 2.746420470999999907e+03 5.170565595000000236e+00
8.593750000000000000e-01 2.738355066999999963e+03 5.221075737999999689e+00
8.613281250000000000e-01 2.730737321999999949e+03 5.272482960999999690e+00
8.632812500000000000e-01 2.723542655000000195e+03 5.324810480000000013e+00
8.652343750000000000e-01 2.716743766999999934e+03 5.378082799999999608e+00
8.671875000000000000e-01 2.710313520000000153e+03 5.432324267000000262e+00
8.691406250000000000e-01 2.704224811999999929e+03 5.487559133999999617e+00
8.710937500000000000e-01 2.698446148999999878e+03 5.543813837000000078e+00
8.730468750000000000e-01 2.692940877000000000e+03 5.601117384000000143e+00
8.750000000000000000e-01 2.687672278000000006e+03 5.659498741000000166e+00
8.769531250000000000e-01 2.682603881000000001e+03 5.718986680000000433e+00
8.789062500000000000e-01 2.677696954999999889e+03 5.779611837000000030e+00
8.808593750000000000e-01 2.672905403000000206e+03 5.841410932999999694e+00
8.828125000000000000e-01 2.668181979999999839e+03 5.904421637999999639e+00
8.847656250000000000e-01 2.663479757000000063e+03 5.968681365000000127e+00
8.867187500000000000e-01 2.658751335999999810e+03 6.034228137000000380e+00
8.886718750000000000e-01 2.653942177999999785e+03 6.101107950000000280e+00
8.906250000000000000e-01 2.648993961000000127e+03 6.169371069000000318e+00
8.925781250000000000e-01 2.643848701999999776e+03 6.239067469000000088e+00
8.945312500000000000e-01 2.638448710000000119e+03 6.310246871999999563e+00
8.964843750000000000e-01 2.632731247000000167e+03 6.382963232999999903e+00
8.984375000000000000e-01 2.626625540000000001e+03 6.457277260999999768e+00
9.003906250000000000e-01 2.620060552999999800e+03 6.533249877000000261e+00
9.023437500000000000e-01 2.612965706999999838e+03 6.610941601000000389e+00
9.042968750000000000e-01 2.605269123999999920e+03 6.690417132000000322e+00
9.062500000000000000e-01 2.596890425999999934e+03 6.771764012000000221e+00
9.082031250000000000e-01 2.587746917999999823e+03 6.855076582999999779e+00
9.101562500000000000e-01 2.577756437999999889e+03 6.940448572000000205e+00
9.121093750000000000e-01 2.566836800999999923e+03 7.027973986000000117e+00
9.140625000000000000e-01 2.554892846000000191e+03 7.117767759000000360e+00
9.160156250000000000e-01 2.541816092000000026e+03 7.209966299000000411e+00
9.179687500000000000e-01 2.527498117000000093e+03 7.304706155999999950e+00
9.199218749999998890e-01 2.511831191000000217e+03 7.402122999000000370e+00
9.218749999999998890e-01 2.494704466000000139e+03 7.502280599999999744e+00
9.238281249999998890e-01 2.475994059999999990e+03 7.604986195000000393e+00
9.257812500000001110e-01 2.455573781000000054e+03 7.709990514000000239e+00
9.277343750000001110e-01 2.433318244000000050e+03 7.817045854999999932e+00
9.296875000000000000e-01 2.409097429999999804e+03 7.925890850000000043e+00
9.316406250000000000e-01 2.382686400999999933e+03 8.035997303000000258e+00
9.335937500000000000e-01 2.353779766000000109e+03 8.146610753999999233e+00
9.355468750000000000e-01 2.322071414000000004e+03 8.256974070000000054e+00
9.375000000000000000e-01 2.287257156000000123e+03 8.366334877999999975e+00
9.394531250000000000e-01 2.249014255000000048e+03 8.474064987000000215e+00
9.414062499999998890e-01 2.206954412000000048e+03 8.579934878999999626e+00
9.433593749999998890e-01 2.160677818000000116e+03 8.683797885000000605e+00
9.453124999999998890e-01 2.109787157000000207e+03 8.785508252999999712e+00
9.472656250000001110e-01 2.053899460999999974e+03 8.884947009999999423e+00
9.492187500000001110e-01 1.992855391999999938e+03 8.982478091999999137e+00
9.511718750000000000e-01 1.926692299000000048e+03 9.078889653999999254e+00
9.531250000000000000e-01 1.855454073999999991e+03 9.174979725000000030e+00
9.550781250000000000e-01 1.779184355999999980e+03 9.271541440000000023e+00
9.570312500000000000e-01 1.698075041000000056e+03 9.369368186999999182e+00
9.589843750000000000e-01 1.612895481000000018e+03 9.469268453999999835e+00
9.609375000000000000e-01 1.524551236000000017e+03 9.572050645999999219e+00
9.628906249999998890e-01 1.433942365000000109e+03 9.678518234000000220e+00
9.648437499999998890e-01 1.341965631000000030e+03 9.789490152999999140e+00
9.667968749999998890e-01 1.249576661000000058e+03 9.906382546999999761e+00
9.687500000000001110e-01 1.157798651000000064e+03 1.003129000000000026e+01
9.707031250000001110e-01 1.067652614999999969e+03 1.016633193000000013e+01
9.726562500000000000e-01 9.801534061999999494e+02 1.031361491000000008e+01
9.746093750000000000e-01 8.962473535000000311e+02 1.047496641999999945e+01
9.765625000000000000e-01 8.165037344999999505e+02 1.065061779999999914e+01
9.785156250000000000e-01 7.413516134000000193e+02 1.084021504999999941e+01
9.804687500000000000e-01 6.712172583999999915e+02 1.104340535000000045e+01
9.824218750000000000e-01 6.065218191999999817e+02 1.125986930999999913e+01
9.843749999999998890e-01 5.474206242000000202e+02 1.149252083999999918e+01
9.863281249999998890e-01 4.935803831000000059e+02 1.175024164000000049e+01
9.882812499999998890e-01 4.446168872999999735e+02 1.204250962999999963e+01
9.902343750000001110e-01 4.001481895000000009e+02 1.237874650999999915e+01
9.921875000000001110e-01 3.598047225999999910e+02 1.276819375000000001e+01
9.941406250000000000e-01 3.233469870000000128e+02 1.321846846000000042e+01
9.960937500000000000e-01 2.906244103999999879e+02 1.373606850000000001e+01
9.980468750000000000e-01 2.614889995999999996e+02 1.432743243000000000e+01
1.000000000000000000e+00 2.357936192999999889e+02 1.499896082000000064e+01
